stopId,code,stop_name,type,zone,ward,address,street,support_disability,status,lng,lat,search,routes
888,HBC 018,Khu dân cư Nguyễn Minh,Trụ dừng,Huyện Bình Chánh,,Cột đèn 265,Nguyễn Văn Linh,,Đang khai thác,106.60856,10.694145,KdcNM Cd265 NVL,"102, 22"
892,HBC 019,Căn hộ Hoàng Quân,Trụ dừng,Huyện Bình Chánh,,Cột đèn 276,Nguyễn Văn Linh,,Đang khai thác,106.605682,10.69335,ChHQ Cd276 NVL,"102, 22"
894,HBC 020,Ấp 2,Trụ dừng,Huyện Bình Chánh,,Cột đèn 291,Nguyễn Văn Linh,,Đang khai thác,106.600937,10.692048,A2 Cd291 NVL,"102, 22"
895,HBC 021,Quốc lộ 1A,Trụ dừng,Huyện Bình Chánh,,Cột đèn 302,Nguyễn Văn Linh,,Đang khai thác,106.596169,10.69075,Ql1A Cd302 NVL,"102, 22"
813,HBC 022,Nguyễn Văn Linh,Trụ dừng,Huyện Bình Chánh,,Cột điện K-NVL T1P(Cột điện 358),Nguyễn Văn Linh,,Đang khai thác,106.595943,10.689686,NVL CdKTd358) NVL,"102, 22"
812,HBC 023,đường Ấp 2,Trụ dừng,Huyện Bình Chánh,,Cột điện T28P (Cột điện 332),Nguyễn Văn Linh,,Đang khai thác,106.602321,10.69152,dA2 CdT(d332) NVL,"102, 22"
815,HBC 024,Đường vào Chợ Bình Điền,Trụ dừng,Huyện Bình Chánh,,Cột điện T54P (Cột điện 307),Nguyễn Văn Linh,,Đang khai thác,106.610159,10.693745,DvCBD CdT(d307) NVL,"102, 22"
817,HBC 025,Trạm thu phí,Trụ dừng,Huyện Bình Chánh,,Cột điện T70P (Cột điện 291),Nguyễn Văn Linh,,Đang khai thác,106.613388,10.694493,Ttp CdT(d291) NVL,"102, 22"
814,HBC 026,Cầu Cần Giuộc,Trụ dừng,Huyện Bình Chánh,,Cột điện T84P (Cột điện 277),Nguyễn Văn Linh,,Đang khai thác,106.620603,10.696591,CCG CdT(d277) NVL,"102, 22"
818,HBC 027,Cầu Sập,Trụ dừng,Huyện Bình Chánh,,Cột điện T102P (Cột điện 258),Nguyễn Văn Linh,,Đang khai thác,106.626692,10.698183,CS CdT(d258) NVL,"102, 22"
816,HBC 028,Kim Hằng,Trụ dừng,Huyện Bình Chánh,,Cột điện T120P (Cột điện 240),Nguyễn Văn Linh,,Đang khai thác,106.631413,10.700144,KH CdT(d240) NVL,"102, 22"
820,HBC 029,Trịnh Quang Nghị,Trụ dừng,Huyện Bình Chánh,,Cột điện T128P (Cột điện 230),Nguyễn Văn Linh,,Đang khai thác,106.634218,10.702237,TQN CdT(d230) NVL,"102, 22"
819,HBC 030,Khu dân cư 13A,Trụ dừng,Huyện Bình Chánh,,Cột điện T146P (Cột điện 213),Nguyễn Văn Linh,,Đang khai thác,106.637893,10.705109,Kdc13A CdT(d213) NVL,"102, 140, 22, 45"
822,HBC 031,Đại học Văn Hiến (HungHau Campus),Ô sơn,Huyện Bình Chánh,,13E,Nguyễn Văn Linh,,Đang khai thác,106.643343,10.709337,DhVH(C 13E NVL,"102, 22, 45"
821,HBC 032,Cầu Bà Lớn,Trụ dừng,Huyện Bình Chánh,,Cột điện T186P (Cột điện 175),Nguyễn Văn Linh,,Đang khai thác,106.645961,10.711382,CBL CdT(d175) NVL,"102, 140, 22, 45"
824,HBC 033,KHU ĐÔ THỊ HẠNH PHÚC,Trụ dừng,Huyện Bình Chánh,,Cột điện T203P (Cột điện 158),Nguyễn Văn Linh,,Đang khai thác,106.648997,10.713791,KDTHP CdT(d158) NVL,"102, 140, 22, 45"
823,HBC 034,Quốc lộ 50,Trụ dừng,Huyện Bình Chánh,,Cột điện T225P (Cột điện 137),Nguyễn Văn Linh,,Đang khai thác,106.654356,10.717971,Ql50 CdT(d137) NVL,"102, 140, 22, 45"
826,HBC 035,Qua Quốc lộ 50,Trụ dừng,Huyện Bình Chánh,,Cột điện T232P (Cột điện 131),Nguyễn Văn Linh,,Đang khai thác,106.656303,10.719436,QQl50 CdT(d131) NVL,102
825,HBC 036,Chùa Viên Minh,Trụ dừng,Huyện Bình Chánh,,Cột điện T246P (Cột điện 117),Nguyễn Văn Linh,,Đang khai thác,106.659973,10.722198,CVM CdT(d117) NVL,102
828,HBC 037,Cầu Xóm Củi,Trụ dừng,Huyện Bình Chánh,,Cột điện T268P (Cột điện 96),Nguyễn Văn Linh,,Đang khai thác,106.666866,10.72574,CXC CdT(d96) NVL,102
830,HBC 038,Sân bóng mi ni,Trụ dừng,Huyện Bình Chánh,,Cột điện T288P (Cột điện 76),Nguyễn Văn Linh,,Đang khai thác,106.673234,10.727321,Sbmn CdT(d76) NVL,102
827,HBC 039,Phạm Hùng,Trụ dừng,Huyện Bình Chánh,,C11/36B7 (Hai Nô),Nguyễn Văn Linh,,Đang khai thác,106.67675,10.727517,PH C(N NVL,102
832,HBC 040,Phúc Minh,Ô sơn,Huyện Bình Chánh,,Cột điện T312P (Công ty Phúc Minh),Nguyễn Văn Linh,,Đang khai thác,106.680121,10.727574,PM CdT(tPM NVL,"102, 34"
829,HBC 041,Cầu Ông Bé,Trụ dừng,Huyện Bình Chánh,,Cột điện T324P (Cột điện 47),Nguyễn Văn Linh,,Đang khai thác,106.684177,10.727785,COB CdT(d47) NVL,"102, 34"
831,HBC 042,Trung Sơn,Trụ dừng,Huyện Bình Chánh,,Cột điện T334P (Cột điện 37),Nguyễn Văn Linh,,Đang khai thác,106.687416,10.7279,TS CdT(d37) NVL,"102, 34"
833,Q7 093,Đại học RMIT,Trụ dừng,Quận 7,,Đối diện trạm thu phí,Nguyễn Văn Linh,,Đang khai thác,106.695308,10.728011,DhR Ddttp NVL,"102, 34"
834,Q7 094,Lê Văn Lương,Trụ dừng,Quận 7,,Cạnh 38 Lê Văn Lương,Nguyễn Văn Linh,,Đang khai thác,106.699787,10.727985,LVL C38LVL NVL,"102, 34"
835,Q7 095,Phòng cháy chữa cháy Quận 7,Nhà chờ,Quận 7,,Cạnh cột điện 39,Nguyễn Văn Linh,,Đang khai thác,106.704031,10.728106,PcccQ7 Ccd39 NVL,"102, 34, 68"
836,Q7 096,Nguyễn Đức Cảnh,Trụ dừng,Quận 7,,37,Nguyễn Văn Linh,,Đang khai thác,106.709341,10.728212,NDC 37 NVL,"102, 34"
837,Q7 097,Co.op mart Phú Mỹ Hưng,Nhà chờ,Quận 7,,Co.op mart Phú Mỹ Hưng,Nguyễn Văn Linh,,Đang khai thác,106.711557,10.728275,CmPMH CmPMH NVL,"102, 34"
838,Q7 098,Cầu Thầy Tiêu,Nhà chờ,Quận 7,,Trung tâm truyền hình cáp,Nguyễn Văn Linh,,Đang khai thác,106.714829,10.728375,CTT Ttthc NVL,"102, 34"
839,Q7 099,bệnh viện Việt Pháp,Trụ dừng,Quận 7,,Đối diện bệnh viện Việt Pháp,Nguyễn Văn Linh,,Đang khai thác,106.719646,10.730309,bvVP DdbvVP NVL,"102, 34"
840,Q7 100,Cầu Đa Khoa,Trụ dừng,Quận 7,,Đối diện 354,Nguyễn Văn Linh,,Đang khai thác,106.721798,10.738937,CDK Dd354 NVL,"102, 31"
842,Q7 101,Cầu Lý Phục Man,Trụ dừng,Quận 7,,Đối diện 404,Nguyễn Văn Linh,,Đang khai thác,106.721862,10.742031,CLPM Dd404 NVL,"102, 31"
841,Q7 102,Ủy ban phường Tân Thuận Tây,Trụ dừng,Quận 7,,Đối diện UBND P. Tân Thuận Tây,Nguyễn Văn Linh,,Đang khai thác,106.721991,10.746975,?bpTTT DdUPTTT NVL,"102, 31"
844,Q7 103,Cầu Tân Thuận 2,Trụ dừng,Quận 7,,Đối diện 41,Nguyễn Văn Linh,,Đang khai thác,106.724174,10.751307,CTT2 Dd41 NVL,"102, 31"
848,Q4 031,Cảng Sài Gòn,Nhà chờ,Quận 4,,Đối diện 466,Nguyễn Tất Thành,,Đang khai thác,106.7155,10.758443,CSG Dd466 NTT,"102, 20, 31, 34, 75"
847,Q4 032,Nhà thờ Thánh An Tôn,Nhà chờ,Quận 4,,Đối diện 448,Nguyễn Tất Thành,,Đang khai thác,106.713241,10.759771,NtTAT Dd448 NTT,"102, 20, 31, 34, 75"
850,Q4 033,Đại học Nguyễn Tất Thành,Nhà chờ,Quận 4,,Đối diện 300A,Nguyễn Tất Thành,,Đang khai thác,106.710194,10.761557,DhNTT Dd300A NTT,"102, 20, 31, 34, 75"
849,Q4 034,Bưu Điện Quận 4,Ô sơn,Quận 4,,75-83,Nguyễn Tất Thành,,Đang khai thác,106.707941,10.763744,BDQ4 75-83 NTT,"102, 20, 31, 34, 75"
852,Q4 006,Chợ Xóm Chiếu,Trụ dừng,Quận 4,,34,Hoàng Diệu,,Đang khai thác,106.706471,10.764983,CXC 34 HD,"102, 20, 31, 34, 75"
851,Q4 007,Đoàn Văn Bơ,Trụ dừng,Quận 4,,106-108,Hoàng Diệu,,Đang khai thác,106.704031,10.763744,DVB 106-108 HD,"102, 20, 31, 34, 75"
7282,BX101,Bến xe buýt Chợ Lớn - A,Bến xe,Quận 6,Phường 01,BẾN XE BUÝT CHỢ LỚN A,Lê Quang Sung,Có,Đang khai thác,106.652607,10.751259,BxbCL-A BXBCLA LQS,"103, 16"
4774,Q6 063,Nguyễn Thị Nhỏ,Biển treo,Quận 6,Phường 01,14-16,Nguyễn Thị Nhỏ,Có,Đang khai thác,106.650585,10.751802,NTN 14-16 NTN,"103, 23, 94"
896,Q11 082,Trạm Trần Quý - Tạ Uyên,Trụ dừng,Quận 11,,114,Tạ Uyên,,Đang khai thác,106.653603,10.758002,TTQ-TU 114 TU,"103, 23"
153,Q11 013,Tạ Uyên,Trụ dừng,Quận 11,,1163,Đường 3/2,,Đang khai thác,106.653763,10.760371,TU 1163 D3/2,"103, 14, 62"
154,Q11 014,Lê Đại Hành,Trụ dừng,Quận 11,,1007 (1029),Đường 3/2,,Đang khai thác,106.656006,10.761562,LDH 1007( D3/2,"103, 14, 62"
155,Q11 015,Phú Thọ,Nhà chờ,Quận 11,,957,Đường 3/2,,Đang khai thác,106.657881,10.762574,PT 957 D3/2,"103, 14, 27"
900,Q10 059,Bệnh viện Trưng Vương,Nhà chờ,Quận 10,,531,Tô Hiến Thành,,Đang khai thác,106.658913,10.770922,BvTV 531 THT,"103, 38, 50, 59, 69"
898,Q10 058,Đại học Bách Khoa (cổng sau),Nhà chờ,Quận 10,,523,Tô Hiến Thành,,Đang khai thác,106.661057,10.773046,DhBK(s 523 THT,"103, 38, 50, 59, 69"
902,Q10 057,Ngân hàng Quân Đội,Trụ dừng,Quận 10,,405,Tô Hiến Thành,,Đang khai thác,106.663017,10.775549,NhQD 405 THT,"103, 38, 59, 69"
899,Q10 069,Thành Thái nối dài,Trụ dừng,Quận 10,,218A,Thành Thái nd,,Đang khai thác,106.662285,10.77768,TTnd 218A TTn,103
904,Q10 097,Trường THPT Nguyễn Du,Trụ dừng,Quận 10,,Đối diện THPT Nguyễn Du,Tam Đảo,,Đang khai thác,106.662254,10.778545,TTND DdTND TD,103
901,Q10 094,Ngã tư Đồng Nai,Trụ dừng,Quận 10,,G3,Trường Sơn,,Đang khai thác,106.661758,10.781157,NtDN G TS,103
905,Q10 095,Ngã tư Nguyễn Giản Thanh,Trụ dừng,Quận 10,,Đối diện 20,Trường Sơn,,Đang khai thác,106.664886,10.782587,NtNGT Dd20 TS,103
903,Q10 096,Công viên Lê Thị Riêng,Trụ dừng,Quận 10,,19,Trường Sơn,,Đang khai thác,106.666237,10.785224,CvLTR 19 TS,103
906,QTB 054,Bắc Hải,Trụ dừng,Quận Tân Bình,,690,Cách Mạng Tháng Tám,,Đang khai thác,106.663727,10.787486,BH 690 CMTT,"103, 13, 30, 65"
907,QTB 055,Ngã ba Bành Văn Trân,Biển treo,Quận Tân Bình,,814,Cách Mạng Tháng Tám,,Đang khai thác,106.661453,10.788692,NbBVT 814 CMTT,"103, 13, 30, 65"
910,QTB 056,Ông Tạ,Biển treo,Quận Tân Bình,,962,Cách Mạng Tháng Tám,,Đang khai thác,106.659694,10.78963,OT 962 CMTT,"103, 13, 30, 65"
909,QTB 057,Cư xá Tự Do,Biển treo,Quận Tân Bình,,1130,Cách Mạng Tháng Tám,,Đang khai thác,106.656218,10.791448,CxTD 1130 CMTT,"103, 13, 30, 65"
908,QTB 058,Bệnh viện Thống Nhất,Nhà chờ,Quận Tân Bình,,1236 (544),Cách Mạng Tháng Tám,,Đang khai thác,106.653991,10.792649,BvTN 1236( CMTT,"103, 13, 30, 65"
911,QTB 100,Quán Vườn Dừa,Trụ dừng,Quận Tân Bình,,12 (1A),Phan Đình Giót,,Đang khai thác,106.664909,10.803641,QVD 12( PDG,"103, 148, 152, 50, 59, 63-1, 72-1"
913,QTB 014,Sông Đáy,Nhà chờ,Quận Tân Bình,,Hông số 2 Sông Đáy,Trường Sơn,,Đang khai thác,106.664673,10.806961,SD Hs2SD TS,"103, 152, 63-1"
912,QTB 016,Parkson Trường Sơn,Nhà chờ,Quận Tân Bình,,38,Trường Sơn,,Đang khai thác,106.66494,10.80969,PTS 38 TS,"103, 152, 63-1"
1945,BX 50,Sân bay Tân Sơn Nhất,Bến xe,Quận Tân Bình,,Sân bay Tân Sơn Nhất,Trường Sơn_QTB,,Đang khai thác,106.66383,10.815592,SbTSN SbTSN TS,"103, 152, 72-1"
7807,QTB 162,Ga Quốc nội Sân bay Tân Sơn Nhất,Biển treo,Quận Tân Bình,,Cột B06 - B09,Làn B - Ga Quốc nội,Có,Đang khai thác,106.66281,10.813927,GQnSbTSN CB-B LB-GQn,"103, 152, 72-1"
993,QTB 154,Đoàn tiếp viên,Ô sơn,Quận Tân Bình,,76-78,Hồng Hà,,Đang khai thác,106.669146,10.813099,Dtv 76-78 HH,103
916,QTB 155,Ngã tư Bạch Đằng,Nhà chờ,Quận Tân Bình,,Đối diện 54/47,Hồng Hà,,Đang khai thác,106.67244,10.812968,NtBD Dd54/47 HH,103
4748,QTB 156,Ngã ba Kênh Nhật Bản - Hồng Hà,Nhà chờ,Quận Tân Bình,Phường 01,Giữa công viên Gia Định,Hồng Hà,Có,Đang khai thác,106.674371,10.813732,NbKNB-HH GcvGD HH,103
4749,QTB 157,Vòng xoay Nguyễn Thái Sơn,Nhà chờ,Quận Tân Bình,,Vòng xoay Nguyễn Thái Sơn,Hồng Hà,Có,Đang khai thác,106.677616,10.814006,VxNTS VxNTS HH,103
921,QGV 155 ,Siêu thị Văn Lang,Trụ dừng,Quận Gò Vấp,,Siêu thị Văn Lang,Quang Trung,,Đang khai thác,106.679209,10.826846,StVL StVL QT,"103, 18, 24, 55"
920,QGV 156,Công ty 32,Trụ dừng,Quận Gò Vấp,,138,Quang Trung,,Đang khai thác,106.675487,10.8281,Ct32 138 QT,"103, 18, 24, 55"
922,QGV 157,Nhà thờ Xóm Thuốc,Nhà chờ,Quận Gò Vấp,,190,Quang Trung,,Đang khai thác,106.672606,10.829186,NtXT 190 QT,"103, 18, 24, 55"
923,QGV 158,UBND Quận Gò Vấp,Trụ dừng,Quận Gò Vấp,,328,Quang Trung,,Đang khai thác,106.669232,10.83103,UQGV 328 QT,"103, 18, 24, 55"
924,QGV 159,VKSND Quận Gò Vấp,Trụ dừng,Quận Gò Vấp,,402 - 404,Quang Trung,,Đang khai thác,106.666791,10.832948,VQGV 402-404 QT,"103, 18, 24, 55"
4745,QGV 160,Chùa Huỳnh Kim,Trụ dừng,Quận Gò Vấp,Phường 01,548,Quang Trung,Có,Đang khai thác,106.663368,10.835203,CHK 548 QT,"103, 18, 24, 55"
925,QGV 161,City Mart,Trụ dừng,Quận Gò Vấp,,628A,Quang Trung,,Đang khai thác,106.66104,10.835888,CM 628A QT,"103, 18, 24, 55"
929,QGV 151,Chợ Cây Trâm,Ô sơn,Quận Gò Vấp,,68,Lê Văn Thọ,,Đang khai thác,106.657811,10.838691,CCT 68 LVT,103
928,QGV 142,Ngã ba Cây Trâm,Trụ dừng,Quận Gò Vấp,,218-218A,Lê Văn Thọ,,Đang khai thác,106.657167,10.843506,NbCT 218-218A LVT,103
927,QGV 143,Câu lạc bộ Tenis,Trụ dừng,Quận Gò Vấp,,322,Lê Văn Thọ,,Đang khai thác,106.657076,10.846104,ClbT 322 LVT,103
931,QGV 144,Nhà hàng Tư Trì,Trụ dừng,Quận Gò Vấp,,444,Lê Văn Thọ,,Đang khai thác,106.656636,10.849238,NhTT 444 LVT,103
934,QGV 145,Ngã ba Lê Đức Thọ,Trụ dừng,Quận Gò Vấp,,660,Lê Văn Thọ,,Đang khai thác,106.656105,10.854096,NbLDT 660 LVT,103
2742,QGV 060,Nhà thờ Nữ Vương Hòa Bình,Trụ dừng,Quận Gò Vấp,,1410 (408),Lê Đức Thọ,,Đang khai thác,106.654528,10.856419,NtNVHB 1410( LDT,"103, 36"
932,Q12 105,Ngã tư Tân Thới Hiệp,Trụ dừng,Quận 12,,79/1,Quốc lộ 1A,,Đang khai thác,106.651199,10.861881,NtTTH 79/1 Ql1A,"103, 33, 60-1, 60-5, 61-3"
935,Q12 106,UBND Quận 12,Trụ dừng,Quận 12,,1251,Quốc lộ 1A,,Đang khai thác,106.654053,10.861808,UQ12 1251 Ql1A,"103, 33, 60-1, 60-5, 61-3"
933,Q12 107,Bãi xe Tri Ân,Trụ dừng,Quận 12,,1797,Quốc lộ 1A,,Đang khai thác,106.657127,10.861651,BxTA 1797 Ql1A,"103, 146, 33, 60-1, 60-5, 61-3"
936,Q12 108,Cầu Bến Cát,Trụ dừng,Quận 12,,973,Quốc lộ 1A,,Đang khai thác,106.662247,10.861335,CBC 973 Ql1A,"103, 146, 33, 60-1, 60-5, 61-3"
942,Q12 109,Gò Sao,Trụ dừng,Quận 12,,109,Quốc lộ 1A,,Đang khai thác,106.666458,10.861503,GS 109 Ql1A,"103, 146, 33, 60-1, 60-5, 61-3"
937,Q12 110,Cây xăng Thạnh Xuân,Trụ dừng,Quận 12,,Cây xăng Thạnh Xuân,Quốc lộ 1A,,Đang khai thác,106.671882,10.861577,CxTX CxTX Ql1A,"103, 161, 32, 33, 59, 60-1, 60-5, 61-3"
938,Q12 111,Cầu Cả Bốn,Trụ dừng,Quận 12,,109,Quốc lộ 1A,,Đang khai thác,106.674446,10.861619,CCB 109 Ql1A,"103, 161, 32, 33, 59, 60-5, 61-3"
944,Q12 112,Bến xe Ngã tư Ga,Nhà chờ,Quận 12,,Đối diện Bx Ngã tư Ga,Quốc lộ 1A,,Đang khai thác,106.678078,10.861472,BxNtG DdBNtG Ql1A,"103, 161, 32, 33, 59, 60-1, 60-5, 61-3"
6834,Q12 0330,Ngọc Lan,Trụ dừng,Quận 12,Phường Thạnh Lộc,193,Hà Huy Giáp,Có,Đang khai thác,106.68179,10.863242,NL 193 HHG,"103, 161, 32"
946,BX37,Bến xe Ngã tư Ga,Bến xe,Quận 12,,Bến xe Ngã Tư Ga,Quốc lộ 1A,,Đang khai thác,106.67835998535156,10.862156867980955,BxNtG BxNTG Ql1A,"103, 161, 32, 58, 59"
976,Q12 071,Khu QLGTĐT số 3,Trụ dừng,Quận 12,,96/2,Quốc lộ 1A,,Đang khai thác,106.674564,10.861967,KQs3 96/2 Ql1A,"103, 161, 32, 33, 59, 60-1, 60-5, 61-3"
964,Q12 072,Tô Ngọc Vân,Trụ dừng,Quận 12,,972,Quốc lộ 1A,,Đang khai thác,106.671935,10.861904,TNV 972 Ql1A,"103, 161, 32, 33, 59, 60-5, 61-3"
965,Q12 073,Trường Mầm non Ngôi Nhà Trẻ Thơ,Trụ dừng,Quận 12,,990,Quốc lộ 1A,,Đang khai thác,106.667461,10.861877,TMnNNTT 990 Ql1A,"103, 146, 33, 60-1, 60-5, 61-3"
977,Q12 074,Cơ khí Minh Huy,Trụ dừng,Quận 12,,1218/11,Quốc lộ 1A,,Đang khai thác,106.661389,10.861819,CkMH 1218/11 Ql1A,"103, 146, 33, 60-1, 60-5, 61-3"
966,Q12 075,Đá hoa cương Chí Thành,Nhà chờ,Quận 12,,1360,Quốc lộ 1A,,Đang khai thác,106.657183,10.861988,DhcCT 1360 Ql1A,"103, 146, 33, 60-1, 60-5, 61-3"
969,Q12 076,Quận ủy Quận 12,Trụ dừng,Quận 12,,1456 (Quận Ủy quận 12),Quốc lộ 1A,,Đang khai thác,106.653428,10.862114,QuQ12 1456(Uq12) Ql1A,"103, 33, 60-1, 60-5, 61-3"
972,Q12 077,Ngã tư Tân Thới Hiệp,Trụ dừng,Quận 12,,1680,Quốc lộ 1A,,Đang khai thác,106.650757,10.862273,NtTTH 1680 Ql1A,"103, 33, 60-5, 61-3"
973,QGV 061,Nhà thờ Nữ Vương Hòa Bình,Trụ dừng,Quận Gò Vấp,,Đối diện nhà thờ Nữ Vương Hòa Bình,Lê Đức Thọ,,Đang khai thác,106.653825,10.856836,NtNVHB DdntNVHB LDT,"103, 36"
974,QGV 146,Ngã ba Lê Đức Thọ,Trụ dừng,Quận Gò Vấp,,597,Lê Văn Thọ,,Đang khai thác,106.655965,10.854149,NbLDT 597 LVT,103
978,QGV 147,Nhà hàng Tư Trì,Trụ dừng,Quận Gò Vấp,,447,Lê Văn Thọ,,Đang khai thác,106.656631,10.84878,NhTT 447 LVT,103
979,QGV 148,Câu lạc bộ Tennis,Trụ dừng,Quận Gò Vấp,,329,Lê Văn Thọ,,Đang khai thác,106.656947,10.845888,ClbT 329 LVT,103
981,QGV 149,Ngã ba Cây Trâm,Trụ dừng,Quận Gò Vấp,,217,Lê Văn Thọ,,Đang khai thác,106.657071,10.843132,NbCT 217 LVT,103
980,QGV 150,Chợ Cây Trâm,Trụ dừng,Quận Gò Vấp,,53,Lê Văn Thọ,,Đang khai thác,106.657843,10.838069,CCT 53 LVT,103
4628,QGV 177,City Mart,Trụ dừng,Quận Gò Vấp,,645,Quang Trung,,Đang khai thác,106.661164,10.835614,CM 645 QT,"103, 18, 24, 55"
926,QGV 178,Chùa Huỳnh Kim,Trụ dừng,Quận Gò Vấp,,621,Quang Trung,,Đang khai thác,106.663127,10.835034,CHK 621 QT,"103, 18, 24, 55"
1665,QGV 179,VKSND Quận Gò Vấp,Trụ dừng,Quận Gò Vấp,,523,Quang Trung,,Đang khai thác,106.666126,10.83318,VQGV 523 QT,"103, 18, 24, 55"
987,QGV 180,UBND Quận Gò Vấp,Nhà chờ,Quận Gò Vấp,,387,Quang Trung,,Đang khai thác,106.669414,10.830593,UQGV 387 QT,"103, 18, 24, 55"
984,QGV 181,Nhà Thờ Xóm Thuốc,Trụ dừng,Quận Gò Vấp,,305,Quang Trung,,Đang khai thác,106.671903,10.82918,NTXT 305 QT,"103, 18, 24, 55"
986,QGV 182,Xóm thuốc,Trụ dừng,Quận Gò Vấp,,205,Quang Trung,,Đang khai thác,106.673995,10.82839,Xt 205 QT,"103, 18, 24, 55"
988,QGV 183,Công ty 32,Trụ dừng,Quận Gò Vấp,,67,Quang Trung,,Đang khai thác,106.676688,10.827468,Ct32 67 QT,"103, 18, 24, 55"
991,QGV 184,Siêu thị Văn Lang,Nhà chờ,Quận Gò Vấp,,Đối diện Siêu thị Văn Lang,Quang Trung,,Đang khai thác,106.678813,10.826757,StVL DdStVL QT,"103, 18, 24, 55"
4735,QGV 051,Chợ Tân Sơn Nhất,Ô sơn,Quận Gò Vấp,,20,Nguyễn Thái Sơn,Có,Đang khai thác,106.677895,10.814627,CTSN 20 NTS,103
917,QTB 158,Ngân hàng Quân Đội,Trụ dừng,Quận Tân Bình,,179,Bạch Đằng,,Đang khai thác,106.675422,10.815528,NhQD 179 BD,103
918,QTB 159,Ngã tư Hồng Hà,Trụ dừng,Quận Tân Bình,,122/21,Bạch Đằng,,Đang khai thác,106.669076,10.814285,NtHH 122/21 BD,103
990,QTB 160,Công ty Satsco,Nhà chờ,Quận Tân Bình,,Công ty Satsco,Bạch Đằng,,Đang khai thác,106.666346,10.814137,CtS CtS BD,103
995,QTB 012,Trường Ngô Sỹ Liên,Nhà chờ,Quận Tân Bình,,53,Trường Sơn,,Đang khai thác,106.664673,10.810257,TNSL 53 TS,"103, 152, 63-1"
997,QTB 013,Siêu thị Super Bow,Nhà chờ,Quận Tân Bình,,Siêu thị super Bow,Trường Sơn,,Đang khai thác,106.66449,10.808049,StSB StsB TS,"103, 152, 63-1"
999,QTB 109,Trần Quốc Hoàn,Nhà chờ,Quận Tân Bình,,65,Trần Quốc Hoàn,,Đang khai thác,106.663925,10.803644,TQH 65 TQH,"103, 148, 152, 50, 59, 63-1"
996,QTB 059,Bệnh viện Thống Nhất,Nhà chờ,Quận Tân Bình,,1125 (đối diện 544),Cách Mạng Tháng Tám,,Đang khai thác,106.654131,10.792391,BvTN 1125(d544) CMTT,"103, 13, 30, 65"
998,QTB 060,Y tế Phường 4,Biển treo,Quận Tân Bình,,1057,Cách Mạng Tháng Tám,,Đang khai thác,106.655885,10.791463,YtP4 1057 CMTT,"103, 13, 30, 65"
1000,QTB 061,Hồ Bơi Cộng Hòa,Biển treo,Quận Tân Bình,,1003,Cách Mạng Tháng Tám,,Đang khai thác,106.65846,10.790114,HBCH 1003 CMTT,"103, 13, 30, 65"
1002,QTB 062,Ông Tạ,Trụ dừng,Quận Tân Bình,,907,Cách Mạng Tháng Tám,,Đang khai thác,106.660075,10.789261,OT 907 CMTT,"103, 13, 30, 65"
1001,QTB 063,Ngã ba Bành Văn Trân,Trụ dừng,Quận Tân Bình,,755-757 (771),Cách Mạng Tháng Tám,,Đang khai thác,106.66274,10.78785,NbBVT 755-757( CMTT,"103, 13, 30, 65"
1003,Q10 083,Công viên Lê Thị Riêng,Nhà chờ,Quận 10,,875,Cách Mạng Tháng Tám,,Đang khai thác,106.665777,10.786236,CvLTR 875 CMTT,"103, 13, 30, 65"
1004,Q10 091,Công viên Lê Thị Riêng,Trụ dừng,Quận 10,,Đối diện 69,Trường Sơn,,Đang khai thác,106.665756,10.784571,CvLTR Dd69 TS,103
1005,Q10 092,Ngã tư Nguyễn Giản Thanh,Trụ dừng,Quận 10,,BB14ter,Trường Sơn,,Đang khai thác,106.663696,10.781973,NtNGT B TS,103
1009,Q10 093,Ngã tư Đồng Nai,Trụ dừng,Quận 10,,F4,Trường Sơn,,Đang khai thác,106.661819,10.781213,NtDN F TS,103
1006,Q10 090,Trường THPT Nguyễn Du,Trụ dừng,Quận 10,,XX1,Đồng Nai,,Đang khai thác,106.662399,10.779224,TTND X DN,103
1011,Q10 070,Thành Thái nối dài,Trụ dừng,Quận 10,,197B27,Thành Thái nd,,Đang khai thác,106.662086,10.777697,TTnd 197B27 TTn,103
1007,Q10 062,Ngân hàng Quân Đội,Trụ dừng,Quận 10,,136,Tô Hiến Thành,,Đang khai thác,106.662819,10.775531,NhQD 136 THT,"103, 38, 59, 69"
1013,Q10 061,Đại học Bách Khoa (cổng sau),Nhà chờ,Quận 10,,350 ,Tô Hiến Thành,,Đang khai thác,106.661125,10.773322,DhBK(s 350 THT,"103, 38, 50, 59, 69"
1008,Q10 060,Bệnh viện Trưng Vương,Nhà chờ,Quận 10,,142,Tô Hiến Thành,,Đang khai thác,106.659096,10.771244,BvTV 142 THT,"103, 38, 50, 59, 69"
100,Q11 001,Nhà sách Phương Nam,Nhà chờ,Quận 11,,940 (6B),Đường 3/2,,Đang khai thác,106.658409,10.763115,NsPN 940( D3/2,"103, 14, 27"
101,Q11 002,Lê Đại Hành,Trụ dừng,Quận 11,,972-974(970),Đường 3/2,,Đang khai thác,106.65603,10.761842,LDH 972-974(970) D3/2,"103, 14"
103,Q11 003,Tạ Uyên,Trụ dừng,Quận 11,,1114A-1116A,Đường 3/2,,Đang khai thác,106.653557,10.760535,TU 1114A-1116A D3/2,"103, 14"
