stopId,code,stop_name,type,zone,ward,address,street,support_disability,status,lng,lat,search,routes
33,BX 06,Công Trường Mê Linh,Bến xe,Quận 1,Phường Bến Nghé,Công trường Mê Linh,Thi Sách,,Đang khai thác,106.705856,10.77679,CTML CtML TS,01
79,Q1 031,Bến Bạch Đằng,Trụ dừng,Quận 1,,21,Tôn Đức Thắng,,Đang khai thác,106.706359,10.773299,BBD 21 TDT,"01, 03, 19, 45, 53, 56, 88, DL01"
76,Q1 020,Cục Hải Quan Thành Phố,Nhà chờ,Quận 1,Phường Bến Nghé,2-4,Hàm Nghi,,Đang khai thác,106.705549,10.770885,CHQTP 2-4 HN,"01, 03, 19, 45, 53, 56, 88"
3691,Q1 193,Chợ Cũ,Nhà chờ,Quận 1,Phường Bến Nghé,84,Hàm Nghi,,Đang khai thác,106.703108,10.771006,CC 84 HN,"01, 03, 19, 45, 53, 56, 88"
2028,Q1 194,Trường Cao Thắng,Nhà chờ,Quận 1,Phường Bến Nghé,Trường Cao Thắng,Hàm Nghi,,Đang khai thác,106.701853,10.771043,TCT TCT HN,"01, 03, 102, 19, 20, 34, 38, 39, 45, 56, 75, 88, D4"
4223,Q1 102,Trạm Trung chuyển trên đường Hàm Nghi,Nhà chờ,Quận 1,Phường Bến Thành,Hàm Nghi 4,Hàm Nghi,,Đang khai thác,106.699514,10.771043,TTctdHN HN4 HN,"01, 102, 44, 65"
120,Q1 124,Trường Ernst Thalmann,Nhà chờ,Quận 1,,8,Trần Hưng Đạo,,Đang khai thác,106.695923,10.768772,TET 8 THD,"01, 139, 28, 45, 69, 75"
121,Q1 125,KTX Trần Hưng Đạo,Nhà chờ,Quận 1,,10,Trần Hưng Đạo,,Đang khai thác,106.694695,10.767363,KTHD 10 THD,"01, 139, 152, 45, 56"
122,Q1 126,Rạp Hưng Đạo,Nhà chờ,Quận 1,,112,Trần Hưng Đạo,,Đang khai thác,106.693375,10.765832,RHD 112 THD,"01, 139, 152, 45, 56"
123,Q1 127,Bệnh viện Răng Hàm Mặt,Nhà chờ,Quận 1,,150,Trần Hưng Đạo,,Đang khai thác,106.691696,10.763918,BvRHM 150 THD,"01, 139, 152"
124,Q1 128,Trần Đình Xu,Trụ dừng,Quận 1,,210 - 212,Trần Hưng Đạo,,Đang khai thác,106.690247,10.762262,TDX 210-212 THD,"01, 139, 152"
125,Q1 129,Tổng Cty Samco,Nhà chờ,Quận 1,,262,Trần Hưng Đạo,,Đang khai thác,106.687798,10.759409,TCS 262 THD,"01, 139, 152"
126,Q1 130,Chợ Nanci,Trụ dừng,Quận 1,,290-292-292A,Trần Hưng Đạo,,Đang khai thác,106.686035,10.757467,CN 290-292-292A THD,"01, 139, 152"
127,Q5 083,Nguyễn Biểu,Trụ dừng,Quận 5,,454,Trần Hưng Đạo,,Đang khai thác,106.68283,10.755887,NB 454 THD,01
128,Q5 084,Trường Cao đẳng Kinh tế Đối ngoại,Nhà chờ,Quận 5,,520,Trần Hưng Đạo,,Đang khai thác,106.681833,10.755623,TCdKtDn 520 THD,01
129,Q5 085,Trần Bình Trọng,Trụ dừng,Quận 5,,560(564),Trần Hưng Đạo,,Đang khai thác,106.679794,10.755064,TBT 560(564) THD,01
130,Q5 086,Bệnh viện Chấn thương Chỉnh hình,Nhà chờ,Quận 5,,696,Trần Hưng Đạo,,Đang khai thác,106.677847,10.754537,BvCtCh 696 THD,01
131,Q5 087,Rạp Đồng Tháp,Trụ dừng,Quận 5,,780,Trần Hưng Đạo,,Đang khai thác,106.675825,10.753984,RDT 780 THD,01
134,Q5 088,Rạp Đống Đa,Trụ dừng,Quận 5,,882,Trần Hưng Đạo,,Đang khai thác,106.674237,10.753573,RDD 882 THD,01
132,Q5 089,Đồng Khánh,Trụ dừng,Quận 5,,18,Trần Hưng Đạo,,Đang khai thác,106.67149,10.752983,DK 18 THD,01
14,Q5 099,Nhà Văn hóa Quận 5,Trụ dừng,Quận 5,,388,Trần Phú,,Đang khai thác,106.668588,10.753025,NVhQ5 388 TP,"01, 59"
136,Q5 090,Ngô Quyền,Biển treo,Quận 5,,212,Trần Hưng Đạo,,Đang khai thác,106.666174,10.752477,NQ 212 THD,01
133,Q5 091,Tản Đà,Trụ dừng,Quận 5,,274,Trần Hưng Đạo,,Đang khai thác,106.663706,10.752292,TD 274 THD,01
135,Q5 092,Triệu Quang Phục,Trụ dừng,Quận 5,Phường 11,390,Trần Hưng Đạo,,Đang khai thác,106.660536,10.75206,TQP 390 THD,01
137,Q5 014,Bưu điện Quận 5,Ô sơn,Quận 5,,13-15,Châu Văn Liêm,,Đang khai thác,106.658894,10.751381,BdQ5 13-15 CVL,"01, 07, 08, 10, 45, 56, 62"
138,Q5 015,Hải Thượng Lãn Ông,Trụ dừng,Quận 5,,210-212,Hải Thượng Lãn Ông,,Đang khai thác,106.658358,10.750948,HTLO 210-212 HTLO,"01, 07, 10, 25, 39, 47, 56"
139,Q5 102,Chợ Kim Biên,Trụ dừng,Quận 5,,5,Trang Tử,,Đang khai thác,106.655086,10.751128,CKB 5 TT,"01, 07, 10, 25, 39, 47, 56"
8,BX14,Bến xe buýt Chợ Lớn,Bến xe,Quận 5,,GA HKXB CHO LON,Lê Quang Sung,,Đang khai thác,106.652565,10.751253,BxbCL GHCL LQS,"01, 05, 06, 07, 09, 150, 23, 47, 56, 62-1, 62-10, 62-7, 62-8, 81, 94"
2393,Q6 096,Tháp Mười,Trụ dừng,Quận 6,,13C-13D,Tháp Mười,,Đang khai thác,106.653036,10.750326,TM 13C-13D TM,"01, 05, 10, 39, 47, 91"
2,Q5 016,Chợ Kim Biên,Trụ dừng,Quận 5,,11-12,Hải Thượng Lãn Ông,,Đang khai thác,106.655075,10.750732,CKB 11-12 HTLO,"01, 07, 10, 25, 39, 47, 56"
3,Q5 011,Bưu điện Quận 5,Ô sơn,Quận 5,,14-16,Châu Văn Liêm,,Đang khai thác,106.659203,10.751368,BdQ5 14-16 CVL,"01, 07, 08, 10, 45, 56, 62"
5,Q5 012,Rạp Đại Quang,Nhà chờ,Quận 5,,68,Châu Văn Liêm,,Đang khai thác,106.658937,10.752566,RDQ 68 CVL,"01, 07, 08, 10, 45, 56, 62"
4,Q5 055,Lương Nhữ Học,Trụ dừng,Quận 5,,727,Nguyễn Trãi,,Đang khai thác,106.660418,10.752962,LNH 727 NT,"01, 91"
7,Q5 056,Triệu Quang Phục,Trụ dừng,Quận 5,,695,Nguyễn Trãi,,Đang khai thác,106.662081,10.753088,TQP 695 NT,"01, 91"
9,Q5 057,Đại học Sư phạm Thể dục thể thao,Nhà chờ,Quận 5,,639,Nguyễn Trãi,,Đang khai thác,106.663486,10.753341,DhSpTdtt 639 NT,"01, 91"
12,Q5 058,Siêu thị Điện máy Chợ Lớn,Trụ dừng,Quận 5,,635B,Nguyễn Trãi,,Đang khai thác,106.664913,10.753626,StDmCL 635B NT,"01, 91"
6,Q5 059,Ngô Quyền,Trụ dừng,Quận 5,,593,Nguyễn Trãi,,Đang khai thác,106.666882,10.754,NQ 593 NT,"01, 91"
10,Q5 060,Chung cư Nguyễn Trãi,Trụ dừng,Quận 5,,549,Nguyễn Trãi,,Đang khai thác,106.668572,10.754337,CcNT 549 NT,"01, 91"
3166,Q5 061,Bệnh viện Nguyễn Tri Phương,Nhà chờ,Quận 5,,493,Nguyễn Trãi,,Đang khai thác,106.670149,10.754638,BvNTP 493 NT,"01, 68, 91"
3519,Q5 062,Trần Phú,Ô sơn,Quận 5,,467-469,Nguyễn Trãi,,Đang khai thác,106.673014,10.755212,TP 467-469 NT,"01, 68"
3521,Q5 063,Bệnh viện Nguyễn Trãi,Trụ dừng,Quận 5,,331-333,Nguyễn Trãi,,Đang khai thác,106.675084,10.755839,BvNT 331-333 NT,"01, 68"
15,Q5 096,Bệnh viện Chấn Thương Chỉnh hình,Nhà chờ,Quận 5,,929,Trần Hưng Đạo,,Đang khai thác,106.678271,10.754421,BvCTCh 929 THD,01
19,Q5 097,Trần Bình Trọng,Trụ dừng,Quận 5,,813,Trần Hưng Đạo,,Đang khai thác,106.680041,10.754912,TBT 813 THD,01
20,Q5 098,Nguyễn Biểu,Trụ dừng,Quận 5,,651,Trần Hưng Đạo,,Đang khai thác,106.68437,10.756066,NB 651 THD,01
18,Q1 131,Chợ Nanci,Trụ dừng,Quận 1,,559-561,Trần Hưng Đạo,,Đang khai thác,106.685883,10.75699,CN 559-561 THD,"01, 139, 152"
22,Q1 132,Tổng Cty Samco,Nhà chờ,Quận 1,,393 bis,Trần Hưng Đạo,,Đang khai thác,106.688254,10.759734,TCS 393b THD,"01, 139, 152"
21,Q1 133,Sở PCCC,Nhà chờ,Quận 1,,359,Trần Hưng Đạo,,Đang khai thác,106.689096,10.760656,SP 359 THD,"01, 139, 152"
23,Q1 134,Hồ Hảo Hớn,Trụ dừng,Quận 1,,301F,Trần Hưng Đạo,,Đang khai thác,106.690636,10.762395,HHH 301F THD,"01, 139, 152"
24,Q1 135,Bệnh Viện Răng Hàm Mặt,Nhà chờ,Quận 1,Phường Cô Giang,263,Trần Hưng Đạo,,Đang khai thác,106.691612,10.763567,BVRHM 263 THD,"01, 139, 152"
25,Q1 136,Rạp Trần Hưng Đạo,Nhà chờ,Quận 1,Phường Cô Giang,227 - 229 (255),Trần Hưng Đạo,,Đang khai thác,106.692722,10.76483,RTHD 227-229( THD,"01, 139, 152"
26,Q1 137,KTX Trần Hưng Đạo,Nhà chờ,Quận 1,Phường Cầu Ông Lãnh,135,Trần Hưng Đạo,,Đang khai thác,106.694824,10.767064,KTHD 135 THD,"01, 139, 152, 45, 53, 56, 75, 88"
27,Q1 138,Nguyễn Kim,Nhà chờ,Quận 1,,71C,Trần Hưng Đạo,,Đang khai thác,106.695847,10.768327,NK 71C THD,"01, 102, 152, 31, 38, 45, 53, 56, 75, 88"
7266,Q1 180,Trạm Trung chuyển trên đường Hàm Nghi,Nhà chờ,Quận 1,Phường Nguyễn Thái Bình,Hàm Nghi 7,Hàm Nghi,Có,Đang khai thác,106.700807,10.770896,TTctdHN HN7 HN,"01, 04, 19, 56, 88"
7693,Q1 1950,Nam Kỳ Khởi Nghĩa,Nhà chờ,Quận 1,Phường Nguyễn Thái Bình,93-95,Hàm Nghi,Có,Đang khai thác,106.701354,10.770875,NKKN 93-95 HN,"01, 03, 04, 109, 152, 18, 19, 20, 31, 36, 45, 52, 53, 56, 75, 88, 93"
1256,Q1 195,Chợ Cũ,Nhà chờ,Quận 1,Phường Nguyễn Thái Bình,89A,Hàm Nghi,,Đang khai thác,106.701998,10.770811,CC 89A HN,"01, 03, 04, 109, 152, 18, 19, 20, 31, 36, 45, 52, 53, 56, 75, 88, 93"
7588,Q1 200,Giao lộ Hàm Nghi - Tôn Thất Đạm,Nhà chờ,Quận 1,Phường Nguyễn Thái Bình,81-83-83B,Hàm Nghi,,Đang khai thác,106.703038,10.77078,GlHN-TTD 81-83-83B HN,"01, 03, 19, 20, 45, 53, 56, 75, 88"
32,Q1 017,Hồ Tùng Mậu,Nhà chờ,Quận 1,Phường Nguyễn Thái Bình,67,Hàm Nghi,,Đang khai thác,106.704074,10.770722,HTM 67 HN,"01, 03, 19, 20, 45, 53, 56, 75, 88, DL01"
31,Q1 024,Bến Bạch Đằng,Nhà chờ,Quận 1,,Bến thủy nội địa Thủ Thiêm,Tôn Đức Thắng,,Đang khai thác,106.706654,10.774094,BBD BtndTT TDT,"01, 03, 19, 45, 53, 56, 88, DL01, DL02"
34,Q1 057,Công Trường Mê Linh,Nhà chờ,Quận 1,,2,Hai Bà Trưng,,Đang khai thác,106.705822,10.775997,CTML 2 HBT,"01, 03, 19, 45"
35,BX 01,Bến xe buýt Sài Gòn,Bến xe,Quận 1,Phường Phạm Ngũ Lão,BẾN XE BUÝT SÀI GÒN,Lê Lai,Có,Đang khai thác,106.689362,10.767676,BxbSG BXBSG LL,"03, 04, 102, 109, 13, 140, 18, 19, 20, 27, 28, 34, 36, 39, 52, 65, 69, 72, 75, 88, 93, D4, DL03, DL04, DRCB, BD, DRCB, VT"
7276,Q1 190,Tôn Thất Tùng,Trụ dừng,Quận 1,Phường Phạm Ngũ Lão,277-279-275Y,Phạm Ngũ Lão,Có,Đang khai thác,106.690941,10.76767,TTT 277-279-275Y PNL,"03, 04, 102, 109, 13, 140, 156V, 18, 19, 20, 28, 34, 36, 39, 46, 52, 65, 69, 72, 75, 88, 93, D4"
7277,Q1 191,Nguyễn Thị Nghĩa,Trụ dừng,Quận 1,Phường Phạm Ngũ Lão,187,Phạm Ngũ Lão,Có,Đang khai thác,106.693699,10.768788,NTN 187 PNL,"03, 04, 102, 109, 13, 140, 156V, 18, 19, 20, 28, 34, 36, 39, 46, 52, 65, 69, 72, 93, D4, DL01, DL02"
7278,Q1 192,Trường Emst Thalmann,Nhà chờ,Quận 1,Phường Phạm Ngũ Lão,Trường Emst Thalmann,Phạm Ngũ Lão,Có,Đang khai thác,106.695587,10.769504,TET TET PNL,"03, 04, 109, 13, 156V, 18, 19, 20, 28, 34, 36, 39, 52, 65, 69, 93, D4"
7265,Q1 179,Trạm Trung chuyển trên đường Hàm Nghi,Nhà chờ,Quận 1,Phường Nguyễn Thái Bình,Hàm nghi 5,Hàm Nghi,Có,Đang khai thác,106.700259,10.770911,TTctdHN Hn5 HN,"03, 45, 53"
42,Q1 058,Nhà Hát Thành Phố,Ô sơn,Quận 1,,74/A2-74/A4,Hai Bà Trưng,,Đang khai thác,106.703559,10.778031,NHTP 74/A2-74/A4 HBT,"03, 19, 45"
44,Q1 059,Bệnh viện Nhi Đồng 2,Nhà chờ,Quận 1,,Đối diện 115Ter,Hai Bà Trưng,,Đang khai thác,106.701536,10.779881,BvND2 Dd115Ter HBT,"03, 19, 45"
39,Q1 060,Bưu Điện Thành Phố,Trụ dừng,Quận 1,,86,Hai Bà Trưng,,Đang khai thác,106.700673,10.780645,BDTP 86 HBT,"03, 19, 45"
41,Q1 061,Sở Công Thương,Nhà chờ,Quận 1,,142,Hai Bà Trưng,,Đang khai thác,106.696526,10.784297,SCT 142 HBT,"03, 31"
43,Q1 062,Công viên Lê Văn Tám,Nhà chờ,Quận 1,,Đối diện 245,Hai Bà Trưng,,Đang khai thác,106.692599,10.787427,CvLVT Dd245 HBT,"03, 31, 36"
46,Q1 063,Nhà thờ Tân Định,Trụ dừng,Quận 1,,298,Hai Bà Trưng,,Đang khai thác,106.690399,10.789215,NtTD 298 HBT,"03, 31, 36"
47,Q1 064,Chợ Tân Định,Trụ dừng,Quận 1,,372-374,Hai Bà Trưng,,Đang khai thác,106.688843,10.790456,CTD 372-374 HBT,"03, 31, 36"
45,QPN 012,Cầu Kiệu,Ô sơn,Quận Phú Nhuận,,28 - 30,Phan Đình Phùng,,Đang khai thác,106.68481,10.79365,CK 28-30 PDP,03
49,QPN 013,Chợ Phú Nhuận,Ô sơn,Quận Phú Nhuận,,158 - 160,Phan Đình Phùng,,Đang khai thác,106.683018,10.795062,CPN 158-160 PDP,03
48,QPN 014,Trường Cao đẳng Kinh tế Đối ngoại,Ô sơn,Quận Phú Nhuận,,312 - 314,Phan Đình Phùng,,Đang khai thác,106.680905,10.79795,TCdKtDn 312-314 PDP,03
50,QPN 001,Ngã tư Phú Nhuận,Trụ dừng,Quận Phú Nhuận,,392,Nguyễn Kiệm,,Đang khai thác,106.680138,10.799713,NtPN 392 NK,"03, 55"
51,QPN 002,Nhà Truyền Thông,Trụ dừng,Quận Phú Nhuận,,466,Nguyễn Kiệm,,Đang khai thác,106.679245,10.802232,NTT 466 NK,"03, 55"
52,QPN 003 ,Ngã ba Hồ Văn Huê,Trụ dừng,Quận Phú Nhuận,,582,Nguyễn Kiệm,,Đang khai thác,106.678759,10.805259,NbHVH 582 NK,"03, 55"
53,QPN 004,Coop Mart Nguyễn Kiệm,Trụ dừng,Quận Phú Nhuận,,668-670,Nguyễn Kiệm,,Đang khai thác,106.678528,10.807077,CMNK 668-670 NK,"03, 55"
54,QPN 005,Chùa Vạn Hạnh,Nhà chờ,Quận Phú Nhuận,,750,Nguyễn Kiệm,,Đang khai thác,106.67856,10.810349,CVH 750 NK,"03, 55"
55,QGV 125,Trường Cao đẳng Hải Quan,Nhà chờ,Quận Gò Vấp,,780A,Nguyễn Kiệm,,Đang khai thác,106.678711,10.812475,TCdHQ 780A NK,"03, 55"
56,QGV 040,Cầu vượt Nguyễn Thái Sơn - Nguyễn Kiệm,Trụ dừng,Quận Gò Vấp,,86 - 86C,Nguyễn Thái Sơn,,Đang khai thác,106.680443,10.816282,CvNTS-NK 86-86C NTS,"03, 07, 103, 148, 55, 59"
57,QGV 042,Ngã ba Phạm Ngũ Lão,Trụ dừng,Quận Gò Vấp,,182,Nguyễn Thái Sơn,,Đang khai thác,106.683147,10.819712,NbPNL 182 NTS,"03, 07, 103, 148, 55, 59"
60,QGV 187 ,Cầu vượt ngã sáu Gò Vấp,Trụ dừng,Quận Gò Vấp,,140-142,Phạm Ngũ Lão ,,Đang khai thác,106.681221,10.824607,CvnsGV 140-142 PNL,"03, 07, 103, 148, 55, 59"
58,QGV 104,Cầu vượt ngã sáu Gò Vấp,Trụ dừng,Quận Gò Vấp,,110-112,Nguyễn Oanh,,Đang khai thác,106.678775,10.828991,CvnsGV 110-112 NO,"03, 59"
62,QGV 106,Ngã tư Phan Văn Trị,Nhà chờ,Quận Gò Vấp,,152,Nguyễn Oanh,,Đang khai thác,106.676699,10.832547,NtPVT 152 NO,"03, 59"
67,QGV 107,Cư xá Lam Sơn,Nhà chờ,Quận Gò Vấp,,214,Nguyễn Oanh,,Đang khai thác,106.67561,10.836114,CxLS 214 NO,"03, 59"
63,QGV 108,Đài Liệt sĩ,Nhà chờ,Quận Gò Vấp,,Đối diện 197 (93),Nguyễn Oanh,,Đang khai thác,106.67583,10.839297,DLs Dd197( NO,"03, 59"
72,QGV 109,Ngã tư An Nhơn,Trụ dừng,Quận Gò Vấp,,388,Nguyễn Oanh,,Đang khai thác,106.676833,10.842268,NtAN 388 NO,"03, 161, 32, 59"
64,QGV 110,Bến Đò,Trụ dừng,Quận Gò Vấp,,538,Nguyễn Oanh,,Đang khai thác,106.678496,10.84691,BD 538 NO,"03, 161, 32, 59"
4754,QGV 111,Cầu An Lộc,Trụ dừng,Quận Gò Vấp,Phường 06,604,Nguyễn Oanh,Có,Đang khai thác,106.678802,10.849117,CAL 604 NO,"03, 161, 32, 59"
73,Q12 032,Nhà hàng Bến Xưa,Trụ dừng,Quận 12,,42,Hà Huy Giáp,,Đang khai thác,106.679285,10.852642,NhBX 42 HHG,"03, 161, 32, 59"
213,Q12 033,Ngã tư Ga,Trụ dừng,Quận 12,,154,Hà Huy Giáp,,Đang khai thác,106.679907,10.857331,NtG 154 HHG,"03, 161, 32, 59"
68,Q12 034,Đình thần Giao Khẩu,Trụ dừng,Quận 12,,332,Hà Huy Giáp,,Đang khai thác,106.680433,10.865217,DtGK 332 HHG,"03, 58"
74,Q12 035,Cây xăng Tài Lộc,Trụ dừng,Quận 12,,408B,Hà Huy Giáp,,Đang khai thác,106.678319,10.86831,CxTL 408B HHG,"03, 58"
69,Q12 036,Vườn kiểng Quang Dũng,Trụ dừng,Quận 12,,452,Hà Huy Giáp,,Đang khai thác,106.676978,10.871371,VkQD 452 HHG,"03, 58"
70,Q12 037,Ga ra Thanh Hậu,Trụ dừng,Quận 12,,508,Hà Huy Giáp,,Đang khai thác,106.677032,10.875454,GrTH 508 HHG,"03, 58"
71,Q12 038,Chợ Thạnh Xuân,Nhà chờ,Quận 12,,Nhà văn hóa P. Thạnh Lộc,Hà Huy Giáp,,Đang khai thác,106.678201,10.878493,CTX NvhPTL HHG,"03, 58"
77,Q12 039,Trường Điện lực 2,Trụ dừng,Quận 12,,554 ,Hà Huy Giáp,,Đang khai thác,106.679188,10.880785,TDl2 554 HHG,"03, 58"
3204,Q12 040,Trường Nguyễn Văn Thệ,Trụ dừng,Quận 12,,628B,Hà Huy Giáp,,Đang khai thác,106.681296,10.884562,TNVT 628B HHG,"03, 58"
3203,Q12 041,Cây xăng Thanh Bình,Trụ dừng,Quận 12,,704,Hà Huy Giáp,,Đang khai thác,106.68305,10.886253,CxTB 704 HHG,"03, 58"
3206,Q12 042,Cầu Ông Dung,Trụ dừng,Quận 12,,1/111,Hà Huy Giáp,,Đang khai thác,106.685185,10.88876,COD 1/111 HHG,"03, 58"
3259,Q12 043,Cầu Phú Long,Trụ dừng,Quận 12,,856,Hà Huy Giáp,,Đang khai thác,106.687031,10.892079,CPL 856 HHG,"03, 58"
3207,Q12 044,Chùa Báo Ấn,Trụ dừng,Quận 12,,938,Hà Huy Giáp,,Đang khai thác,106.688619,10.89486,CBA 938 HHG,"03, 58"
3210,Q12 232,Chợ Đường,Ô sơn,Quận 12,,18,Bùi Công Trừng,,Đang khai thác,106.689101,10.897721,CD 18 BCT,"03, 58"
75,BX38,Thạnh Xuân,Bến xe,Quận 12,,"Thửa đất số 413 tờ bản đồ số 04, phường Thạnh Xuân, Quận 12",Thạnh Xuân 52,,Đang khai thác,106.673427,10.89288,"TX Tds413tbds04,pTXQ12 TX52",03
3255,Q12 235,Chợ Đường,Trụ dừng,Quận 12,,Đối diện 10 (64/4C),Bùi Công Trừng,,Đang khai thác,106.689048,10.897452,CD Dd10( BCT,"03, 58"
3208,Q12 045,Chùa Báo Ấn,Trụ dừng,Quận 12,,921,Hà Huy Giáp,,Đang khai thác,106.688485,10.89485,CBA 921 HHG,"03, 58"
3257,Q12 046,Cầu Phú Long,Trụ dừng,Quận 12,,793 (đối diện 487A),Hà Huy Giáp,,Đang khai thác,106.687229,10.892611,CPL 793(d487A) HHG,"03, 58"
3205,Q12 0460,Cầu Ông Dung,Trụ dừng,Quận 12,,307/39,Hà Huy Giáp,,Đang khai thác,106.685105,10.888945,COD 307/39 HHG,"03, 58"
3261,Q12 047,Cây xăng Thanh Bình,Trụ dừng,Quận 12,,22/3,Hà Huy Giáp,,Đang khai thác,106.682879,10.886327,CxTB 22/3 HHG,"03, 58"
3260,Q12 048,Trường Nguyễn Văn Thệ,Trụ dừng,Quận 12,,308/27,Hà Huy Giáp,,Đang khai thác,106.680905,10.88423,TNVT 308/27 HHG,"03, 58"
3262,Q12 049,Trường Điện Lực 2,Trụ dừng,Quận 12,,327/27,Hà Huy Giáp,,Đang khai thác,106.679226,10.881117,TDL2 327/27 HHG,"03, 58"
3263,Q12 050,Chợ Thạnh Xuân,Trụ dừng,Quận 12,,59/2 ,Hà Huy Giáp,,Đang khai thác,106.678265,10.878983,CTX 59/2 HHG,"03, 58"
204,Q12 051,Ga ra Thanh Hậu,Trụ dừng,Quận 12,,517-523,Hà Huy Giáp,,Đang khai thác,106.67672,10.875074,GrTH 517-523 HHG,"03, 58"
205,Q12 052,Vườn kiểng Quang Dũng,Trụ dừng,Quận 12,,59/4,Hà Huy Giáp,,Đang khai thác,106.676785,10.871977,VkQD 59/4 HHG,"03, 58"
206,Q12 053,Cây xăng Tài Lộc,Ô sơn,Quận 12,,331,Hà Huy Giáp,,Đang khai thác,106.678233,10.868015,CxTL 331 HHG,"03, 58"
207,Q12 054,Đình thần Giao Khẩu,Trụ dừng,Quận 12,,297,Hà Huy Giáp,,Đang khai thác,106.680341,10.864886,DtGK 297 HHG,"03, 58"
208,Q12 055,Ngã tư Ga,Trụ dừng,Quận 12,,141-143A,Hà Huy Giáp,,Đang khai thác,106.679649,10.857984,NtG 141-143A HHG,"03, 161, 32, 59"
211,Q12 056,Nhà hàng Bến Xưa,Trụ dừng,Quận 12,,205,Hà Huy Giáp,,Đang khai thác,106.679006,10.853474,NhBX 205 HHG,"03, 161, 32, 59"
209,QGV 112,Cầu An Lộc,Trụ dừng,Quận Gò Vấp,,523-525,Nguyễn Oanh,,Đang khai thác,106.678539,10.848838,CAL 523-525 NO,"03, 161, 32, 59"
210,QGV 113,Bến Đò,Trụ dừng,Quận Gò Vấp,,451,Nguyễn Oanh,,Đang khai thác,106.67826,10.847015,BD 451 NO,"03, 161, 32, 59"
212,QGV 114,Bưu điện An Nhơn,Trụ dừng,Quận Gò Vấp,,357,Nguyễn Oanh,,Đang khai thác,106.677214,10.843975,BdAN 357 NO,"03, 161, 32, 59"
214,QGV 115,Ngã tư An Nhơn,Trụ dừng,Quận Gò Vấp,,257,Nguyễn Oanh,,Đang khai thác,106.676313,10.841436,NtAN 257 NO,"03, 59"
215,QGV 116,Đài Liệt sĩ,Trụ dừng,Quận Gò Vấp,,197,Nguyễn Oanh,,Đang khai thác,106.675707,10.839518,DLs 197 NO,"03, 59"
216,QGV 117,Trường Vinhempic,Nhà chờ,Quận Gò Vấp,,189 (đối diện 234),Nguyễn Oanh,,Đang khai thác,106.675395,10.836978,TV 189(d234) NO,"03, 59"
218,QGV 118,Cư xá Lam Sơn,Nhà chờ,Quận Gò Vấp,,189 (đối diện A4),Nguyễn Oanh,,Đang khai thác,106.675535,10.834939,CxLS 189(dA NO,"03, 59"
217,QGV 119,Ngã tư Phan Văn Trị,Trụ dừng,Quận Gò Vấp,,93 (2A),Nguyễn Oanh,,Đang khai thác,106.676919,10.83163,NtPVT 93( NO,"03, 59"
220,QGV 120,Cầu vượt ngã sáu Gò Vấp,Trụ dừng,Quận Gò Vấp,,27-29,Nguyễn Oanh,,Đang khai thác,106.678839,10.828532,CvnsGV 27-29 NO,"03, 59"
219,QGV 121,Cầu vượt ngã sáu Gò Vấp,Trụ dừng,Quận Gò Vấp,,1001,Nguyễn Kiệm,,Đang khai thác,106.678968,10.823738,CvnsGV 1001 NK,"03, 07, 103, 148, 55, 59"
221,QGV 123,Bệnh Viện 175,Trụ dừng,Quận Gò Vấp,,883-885,Nguyễn Kiệm,,Đang khai thác,106.678727,10.820044,BV175 883-885 NK,"03, 07, 103, 148, 55, 59"
223,QGV 124,Chợ Tân Sơn Nhất,Trụ dừng,Quận Gò Vấp,,79-81,Nguyễn Kiệm,,Đang khai thác,106.678598,10.816772,CTSN 79-81 NK,"03, 07, 103, 148, 55, 59"
224,QPN 034,Đầu công viên Gia Định,Nhà chờ,Quận Phú Nhuận,,Rạp xiếc,Hoàng Minh Giám,,Đang khai thác,106.677681,10.813442,DcvGD Rx HMG,"03, 07, 148, 50, 55, 59"
225,QPN 035,Cuối công viên Gia Định,Nhà chờ,Quận Phú Nhuận,,Đối diện số 5,Hoàng Minh Giám,,Đang khai thác,106.674741,10.809906,CcvGD Dds5 HMG,"03, 07, 148, 50, 55, 59"
226,QPN 053,Đầu Đường Đào Duy Anh,Trụ dừng,Quận Phú Nhuận,,155,Đào Duy Anh,,Đang khai thác,106.674057,10.807978,DDDDA 155 DDA,"03, 07, 55"
228,QPN 054,Cuối Đường Đào Duy Anh,Nhà chờ,Quận Phú Nhuận,,7-9,Đào Duy Anh,,Đang khai thác,106.677177,10.805891,CDDDA 7-9 DDA,"03, 07, 55"
230,QPN 023,Ngã ba Đào Duy Anh,Trụ dừng,Quận Phú Nhuận,,129,Hồ Văn Huê,,Đang khai thác,106.677729,10.804858,NbDDA 129 HVH,"03, 07, 55"
227,QPN 024,Tháp Nước,Trụ dừng,Quận Phú Nhuận,,43B,Hồ Văn Huê,,Đang khai thác,106.676366,10.802434,TN 43B HVH,"03, 07, 55"
229,QPN 025,Trung tâm hội nghị tiệc cưới White Palace,Trụ dừng,Quận Phú Nhuận,,1B,Hồ Văn Huê,,Đang khai thác,106.675025,10.800074,TthntcWP 1B HVH,"03, 07, 55"
232,QPN 009,Ngã tư Phú Nhuận,Trụ dừng,Quận Phú Nhuận,,59,Hoàng Văn Thụ,,Đang khai thác,106.679354,10.799088,NtPN 59 HVT,"03, 08, 104, 55, 64"
